symbol,fold,method,ece,brier,log_loss,auc,n_test
AAPL,21,isotonic,0.22763920963797407,0.33389357722799967,1.6586864870873623,0.39655172413793105,126
TSLA,0,no_cal,0.3882945689705648,0.3985868783724732,1.0847032722757788,0.5078189300411522,126
TSLA,0,platt,0.10416942555459334,0.23185915837817309,0.6581229643312212,0.5078189300411522,126
TSLA,0,isotonic,0.10354429705718336,0.23811851674682347,0.6704543937376777,0.4886145404663923,126
TSLA,1,no_cal,0.12686648886781235,0.2408266860513773,0.6789456494911571,0.6060356652949246,126
TSLA,1,platt,0.14012962081373498,0.25825880450126854,0.7281252210741036,0.3939643347050754,126
TSLA,1,isotonic,0.03550727999496081,0.23457064024474744,0.8794377639250706,0.5256515775034294,126
TSLA,2,no_cal,0.31390561396668354,0.36094459919588595,1.0122449212305458,0.48351926977687626,126
TSLA,2,platt,0.10392703733659836,0.2592473355104686,0.7127918652999815,0.5164807302231237,126
TSLA,2,isotonic,0.15664995187081981,0.27288969840672944,0.7427688287328709,0.47223630831643,126
TSLA,3,no_cal,0.3178202335333649,0.34387086329269156,0.9135431221530961,0.4110970996216898,126
TSLA,3,platt,0.15798085698059733,0.2754972664445822,0.7462580545624786,0.4110970996216898,126
TSLA,3,isotonic,0.16374442642123174,0.278279893034172,0.7500569066415239,0.44047919293820936,126
TSLA,4,no_cal,0.582965867419185,0.5611424114579514,1.7242425935173196,0.4356027114647804,126
TSLA,4,platt,0.22717052682186725,0.2659752254301336,0.725878746465739,0.4356027114647804,126
TSLA,4,isotonic,0.23673532609126965,0.2870606699126631,0.894962814480792,0.4526967285587975,126
TSLA,5,no_cal,0.16782106435638247,0.2766081223576044,0.7845321457915295,0.5554406823468597,126
TSLA,5,platt,0.1353697449486117,0.25776193413577536,0.7088380475623764,0.4445593176531403,126
TSLA,5,isotonic,0.1323566349882632,0.28431414168290503,1.3126943258872665,0.4732489015249418,126
TSLA,6,no_cal,0.18891274015946044,0.27582622465072937,0.8069390746203038,0.5793269230769231,126
TSLA,6,platt,0.3277126322694193,0.35155331608235973,0.9188396774983467,0.420673076923077,126
TSLA,6,isotonic,0.3141762452107282,0.33319151635639954,0.8715019761626429,0.5128205128205128,126
TSLA,7,no_cal,0.2172073795596082,0.2852366110843258,0.7985737770289377,0.5355388989402947,126
TSLA,7,platt,0.1404136360876935,0.27340243338254977,0.7451036700589727,0.46446110105970534,126
TSLA,7,isotonic,0.15409523968253963,0.26497574603174623,0.7204622954392004,0.5136986301369864,126
TSLA,8,no_cal,0.32019568180362123,0.34681110418200556,0.932274614265638,0.40644490644490644,126
TSLA,8,platt,0.12464538433542663,0.25023943543539157,0.6942387320710273,0.40644490644490644,126
TSLA,8,isotonic,0.11368176638734737,0.26203742525218876,0.7261451015056026,0.44607588357588357,126
TSLA,9,no_cal,0.3017949888413795,0.35379934306899935,0.9658955507383027,0.3786008230452675,126
TSLA,9,platt,0.1376678652883961,0.2650944301534074,0.7242663154924037,0.3786008230452675,126
TSLA,9,isotonic,0.1634865448459223,0.28612828241751087,1.001020127120951,0.40329218106995884,126
TSLA,10,no_cal,0.24208704848792306,0.3177561808228051,0.8630056098066862,0.4519546027742749,126
